Gene	sgRNA	E0_Low|beta	E0_Low|z	E0_Low|p-value	E0_Low|fdr	E0_Low|wald-p-value	E0_Low|wald-fdr	E0_High|beta	E0_High|z	E0_High|p-value	E0_High|fdr	E0_High|wald-p-value	E0_High|wald-fdr	E50_Low|beta	E50_Low|z	E50_Low|p-value	E50_Low|fdr	E50_Low|wald-p-value	E50_Low|wald-fdr	E50_High|beta	E50_High|z	E50_High|p-value	E50_High|fdr	E50_High|wald-p-value	E50_High|wald-fdr	E100_Low|beta	E100_Low|z	E100_Low|p-value	E100_Low|fdr	E100_Low|wald-p-value	E100_Low|wald-fdr	E100_High|beta	E100_High|z	E100_High|p-value	E100_High|fdr	E100_High|wald-p-value	E100_High|wald-fdr	EC100_Low|beta	EC100_Low|z	EC100_Low|p-value	EC100_Low|fdr	EC100_Low|wald-p-value	EC100_Low|wald-fdr	EC100_High|beta	EC100_High|z	EC100_High|p-value	EC100_High|fdr	EC100_High|wald-p-value	EC100_High|wald-fdr
MEN1_P1P2	5	-0.35645	-2.1364	0.03523	0.26872	0.032643	0.99092	0.27796	1.6666	0.089229	0.42562	0.095599	0.99985	0.035402	0.21222	0.98383	0.99649	0.83194	0.98355	0.10154	0.60838	0.51054	0.84921	0.54294	0.99956	0.30396	1.8224	0.033497	0.26424	0.068388	0.99993	-0.0041567	-0.024921	0.98758	0.99738	0.98012	1	-0.011424	-0.068481	0.90933	0.98912	0.9454	1	0.26656	1.5982	0.061507	0.34135	0.11	0.9992
NKX3-1_P1P2	5	0.19078	0.97474	0.29974	0.74892	0.32969	0.99959	-0.26216	-1.3391	0.073347	0.39626	0.18055	0.99985	-0.049845	-0.2546	0.70401	0.96098	0.79903	0.97716	-0.18918	-0.96527	0.17846	0.61485	0.33441	0.99956	-0.029265	-0.1495	0.87583	0.9787	0.88116	0.99993	-0.24427	-1.2478	0.074213	0.36096	0.21209	1	-0.0093122	-0.047566	0.92232	0.98912	0.96206	1	-0.052727	-0.26936	0.7017	0.92569	0.78765	0.9992
NR2F6_P1P2	5	-0.13115	-0.97651	0.35489	0.79857	0.32881	0.99959	0.03815	0.28413	0.81721	0.97532	0.77631	0.99985	-0.14561	-1.0838	0.40976	0.85072	0.27843	0.79753	0.075323	0.5601	0.6402	0.90976	0.57541	0.99956	0.08032	0.5982	0.54202	0.84446	0.54971	0.99993	-0.036148	-0.26923	0.80855	0.96056	0.78775	1	0.021091	0.15703	0.90153	0.98766	0.87522	1	-0.04126	-0.30726	0.7661	0.94886	0.75865	0.9992
HNRNPH1_P1P2	5	0.15398	0.97633	0.41987	0.83776	0.3289	0.99959	-0.2216	-1.3977	0.12908	0.51617	0.16221	0.99985	0.1094	0.69114	0.71845	0.96302	0.48948	0.90881	-0.26246	-1.6306	0.06786	0.40587	0.10298	0.99956	0.054814	0.347	0.66445	0.90467	0.72859	0.99993	-0.105	-0.6649	0.45077	0.81567	0.50612	1	0.025185	0.1589	0.87756	0.98605	0.87375	1	-0.14427	-0.91096	0.32371	0.74485	0.36232	0.9992
CLU_P1	5	0.42311	1.3451	0.015016	0.14444	0.1786	0.99092	0.24456	0.77621	0.1337	0.52554	0.43762	0.99985	0.46837	1.4866	0.039561	0.3135	0.13713	0.6346	0.11757	0.36632	0.4421	0.83779	0.71413	0.99956	0.1664	0.52744	0.21686	0.62793	0.59789	0.99993	0.084657	0.26865	0.52065	0.86775	0.7882	1	0.23033	0.72883	0.10251	0.45088	0.46611	1	0.13636	0.43223	0.34479	0.76392	0.66558	0.9992
RHEBL1_P1P2	5	0.14673	0.73554	0.44759	0.84746	0.46201	0.99959	-0.1231	-0.61494	0.3907	0.79123	0.53859	0.99985	0.20186	1.0099	0.42911	0.86057	0.31255	0.82435	-0.059542	-0.2936	0.63067	0.9089	0.76906	0.99956	0.066746	0.33418	0.61103	0.88745	0.73825	0.99993	0.097296	0.48848	0.45798	0.82176	0.62521	1	-0.13604	-0.67718	0.30754	0.69909	0.49829	1	0.093311	0.46754	0.51314	0.84943	0.64011	0.9992
RECQL5_P1P2	5	0.080846	0.50234	0.72596	0.94268	0.61543	0.99959	0.24587	1.528	0.13081	0.52124	0.12651	0.99985	-0.025821	-0.16038	0.78631	0.97599	0.87258	0.99018	0.019107	0.11853	0.94254	0.98759	0.90565	0.99956	0.20833	1.2946	0.13226	0.52086	0.19545	0.99993	0.18191	1.1306	0.17904	0.56868	0.25824	1	-0.087882	-0.5458	0.49668	0.83487	0.5852	1	0.12983	0.80678	0.36587	0.77873	0.4198	0.9992
JMJD7_P2	5	0.061201	0.31913	0.81375	0.96419	0.74963	0.99959	-0.011062	-0.057642	0.9408	0.98954	0.95403	0.99985	0.24356	1.2697	0.32429	0.79632	0.20418	0.72297	0.048303	0.24879	0.78545	0.95931	0.80352	0.99956	-0.0062967	-0.032798	0.99769	1	0.97384	0.99993	0.11904	0.62274	0.37482	0.75858	0.53345	1	0.073686	0.38321	0.59919	0.89171	0.70156	1	0.0093577	0.048774	0.96073	0.99821	0.9611	0.9992
SOX10_P1P2	5	-0.055821	-0.34716	0.63124	0.91068	0.72847	0.99959	-0.0019235	-0.011968	0.9896	0.99884	0.99045	0.99985	0.0048933	0.030403	0.90413	0.98836	0.97575	0.99846	-0.089839	-0.5536	0.48917	0.84161	0.57985	0.99956	0.13629	0.8485	0.31562	0.73031	0.39616	0.99993	-0.031055	-0.19335	0.84031	0.97057	0.84669	1	0.029566	0.18374	0.85042	0.97913	0.85422	1	0.1636	1.0188	0.24747	0.6646	0.3083	0.9992
ZMYND11_P1P2	5	-0.10434	-0.76443	0.4421	0.84306	0.44461	0.99959	-0.12953	-0.94893	0.36904	0.78321	0.34266	0.99985	0.30377	2.228	0.20849	0.69084	0.02588	0.35564	-0.29289	-2.1264	0.044759	0.3355	0.033467	0.99956	-0.1547	-1.1329	0.30234	0.71565	0.25724	0.99993	-0.15487	-1.1354	0.2544	0.65897	0.25621	1	-0.040951	-0.29976	0.73693	0.93757	0.76436	1	-0.18361	-1.3447	0.20185	0.60836	0.17872	0.9992
ID2_P1	5	0.013068	0.061073	0.94947	0.99066	0.9513	0.99959	-0.05305	-0.24778	0.71614	0.94528	0.8043	0.99985	0.20152	0.94163	0.42969	0.86057	0.34638	0.84679	0.074508	0.3435	0.64453	0.91076	0.73122	0.99956	-0.045555	-0.2127	0.7892	0.94797	0.83156	0.99993	0.083015	0.38909	0.52787	0.87098	0.69721	1	0.046687	0.21768	0.75368	0.94379	0.82768	1	0.091079	0.42618	0.52007	0.85182	0.66998	0.9992
TCEANC2_P1P2	5	0.08626	0.69392	0.6991	0.93789	0.48773	0.99959	0.12571	1.0114	0.42102	0.80955	0.31182	0.99985	0.1656	1.3318	0.53075	0.89883	0.18294	0.70156	-0.075758	-0.60714	0.5605	0.88313	0.54376	0.99956	-0.013343	-0.10731	0.96679	0.99113	0.91454	0.99993	-0.064159	-0.51616	0.65406	0.92133	0.60575	1	-0.018176	-0.1461	0.87121	0.98441	0.88384	1	-0.096003	-0.772	0.4987	0.84706	0.44012	0.9992
ZNF248_P1P2	5	-0.25239	-1.6683	0.11695	0.50562	0.095264	0.99092	-0.29455	-1.9466	0.046491	0.30784	0.051578	0.99985	-0.2107	-1.3906	0.26133	0.74302	0.16434	0.6759	-0.073094	-0.4793	0.57118	0.887	0.63172	0.99956	0.02445	0.16195	0.82732	0.96091	0.87135	0.99993	-0.4407	-2.9125	0.0011551	0.016461	0.0035853	1	0.021434	0.14176	0.90038	0.98766	0.88727	1	-0.23186	-1.5331	0.11406	0.46449	0.12525	0.9992
SOX5_ENST00000546136.1	5	-0.088542	-0.42719	0.49957	0.87294	0.66924	0.99959	-0.046881	-0.2263	0.75455	0.95855	0.82097	0.99985	-0.29745	-1.4301	0.1337	0.57143	0.15268	0.66608	-0.056432	-0.27012	0.64568	0.91079	0.78707	0.99956	-0.1335	-0.64385	0.3728	0.7707	0.51967	0.99993	-0.083421	-0.40298	0.55414	0.87671	0.68697	1	-0.22974	-1.1053	0.099625	0.44859	0.26903	1	-0.093643	-0.45185	0.50881	0.84837	0.65137	0.9992
EXOC4_P1P2	5	0.30703	1.2837	0.081432	0.44548	0.19924	0.99092	-0.0031369	-0.013074	0.98181	0.99765	0.98957	0.99985	0.34345	1.4334	0.14467	0.5929	0.15174	0.66431	-0.0038609	-0.015896	0.93243	0.98723	0.98732	0.99956	0.37209	1.5566	0.012417	0.13961	0.11957	0.99993	-0.24721	-1.0291	0.07017	0.35116	0.30345	1	0.20356	0.84823	0.14727	0.54604	0.39631	1	-0.24202	-1.0056	0.098181	0.42839	0.3146	0.9992
HES3_P1P2	5	0.030379	0.16282	0.9639	0.9926	0.87066	0.99959	0.034859	0.18692	0.82934	0.97532	0.85173	0.99985	0.07278	0.38895	0.8484	0.98827	0.69731	0.95942	0.04809	0.25232	0.78689	0.95931	0.80079	0.99956	0.11396	0.61148	0.40514	0.78844	0.54088	0.99993	0.12177	0.65514	0.36356	0.75119	0.51238	1	0.18569	0.99442	0.19174	0.61284	0.32002	1	0.0086301	0.046252	0.96419	0.99821	0.96311	0.9992
INO80E_P1P2	5	0.37481	1.4549	0.030609	0.24146	0.1457	0.99092	-0.54695	-2.106	0.0008663	0.015075	0.035201	0.99985	0.43247	1.6771	0.061219	0.40076	0.093519	0.54984	-0.61348	-2.3306	0	0	0.019774	0.99956	0.046608	0.18047	0.70286	0.91711	0.85678	0.99993	-0.47906	-1.849	0.00057753	0.0093023	0.064465	1	0.20159	0.78036	0.15334	0.55987	0.43518	1	-0.39202	-1.512	0.0080855	0.07932	0.13053	0.9992
KDM2B_ENST00000377071.4	5	0.08455	0.35896	0.70863	0.93864	0.71963	0.99959	-0.17324	-0.73358	0.22986	0.65813	0.46321	0.99985	-0.22116	-0.93299	0.24285	0.72434	0.35082	0.84805	-0.29548	-1.229	0.043893	0.33333	0.21906	0.99956	0.08311	0.3528	0.53191	0.84446	0.72424	0.99993	0.13652	0.58077	0.30985	0.70704	0.56139	1	-0.11241	-0.47495	0.40023	0.77214	0.63482	1	-0.18584	-0.78675	0.19809	0.60654	0.43143	0.9992
NEK4_P1P2	5	-0.034846	-0.27026	0.72307	0.94206	0.78696	0.99959	-0.010997	-0.085306	0.9408	0.98954	0.93202	0.99985	-0.23008	-1.7815	0.22582	0.70514	0.07483	0.50407	0.064785	0.50052	0.6991	0.93547	0.61671	0.99956	0.00069965	0.0054268	0.95409	0.99113	0.99567	0.99993	-0.055228	-0.42854	0.70546	0.93602	0.66826	1	0.14611	1.1331	0.28732	0.68944	0.25715	1	-0.069903	-0.54213	0.61565	0.89168	0.58773	0.9992
IRF7_P1P2	5	-0.011367	-0.037375	0.82789	0.96687	0.97019	0.99959	0.17708	0.58365	0.26595	0.69562	0.55945	0.99985	-0.0037183	-0.0122	0.87208	0.98836	0.99027	0.99846	0.12811	0.41789	0.40427	0.81391	0.67603	0.99956	-0.0015972	-0.0052516	0.96824	0.99113	0.99581	0.99993	0.082804	0.27307	0.52902	0.87098	0.7848	1	-0.12961	-0.42466	0.3315	0.72409	0.67108	1	0.074384	0.24486	0.60064	0.88511	0.80656	0.9992
LHX3_P2	5	-0.11637	-0.98596	0.40745	0.8359	0.32415	0.99959	-0.10523	-0.89172	0.46029	0.8322	0.37254	0.99985	0.0016924	0.014334	0.89316	0.98836	0.98856	0.99846	-0.01365	-0.11508	0.87583	0.98042	0.90838	0.99956	0.076168	0.64582	0.56396	0.85997	0.5184	0.99993	-0.046463	-0.39403	0.75253	0.95428	0.69356	1	-0.18626	-1.5761	0.17846	0.60116	0.11501	1	-0.12767	-1.0818	0.37886	0.79096	0.27933	0.9992
CNOT1_P1P2	5	-0.56926	-1.0717	0.0020214	0.028571	0.28387	0.99092	1.0408	2.0298	0	0	0.042374	0.99985	-1.5506	-2.7979	0	0	0.0051432	0.18553	0.88223	1.6893	0.00057753	0.011364	0.091163	0.99956	-1.2784	-2.345	0	0	0.019027	0.99993	0.36176	0.70049	0.033786	0.24341	0.48362	1	-0.17505	-0.33162	0.20098	0.62198	0.74018	1	0.22158	0.42667	0.1158	0.46583	0.66962	0.9992
ZNF454_P1P2	5	0.16623	1.1539	0.37973	0.81762	0.24854	0.99092	0.077465	0.53764	0.62865	0.91279	0.59082	0.99985	-0.17028	-1.1801	0.34623	0.79867	0.23798	0.76124	0.22033	1.5249	0.14381	0.56384	0.12728	0.99956	0.087086	0.60438	0.51603	0.83779	0.54559	0.99993	0.1926	1.3375	0.15709	0.54014	0.18107	1	0.14907	1.0342	0.27837	0.68079	0.30105	1	0.020666	0.14341	0.89316	0.98128	0.88597	0.9992
ZNF782_P1P2	5	-0.020307	-0.089081	0.78747	0.95584	0.92902	0.99959	-0.15169	-0.6647	0.29541	0.73019	0.50624	0.99985	-0.1003	-0.43878	0.53537	0.90024	0.66082	0.9488	0.097506	0.42488	0.53249	0.86654	0.67093	0.99956	-0.1472	-0.64486	0.32313	0.7325	0.51902	0.99993	0.11853	0.52175	0.37597	0.75858	0.60185	1	-0.054435	-0.23824	0.66792	0.91954	0.81169	1	-0.046122	-0.20232	0.73809	0.93631	0.83967	0.9992
CBFA2T2_P1P2	5	-0.5832	-2.2305	0.0017326	0.025532	0.025712	0.99092	0.20484	0.78973	0.20474	0.63847	0.42969	0.99985	-0.67412	-2.5693	0.0028877	0.052632	0.01019	0.24852	0.31291	1.197	0.04447	0.3355	0.23131	0.99956	-0.34554	-1.325	0.028877	0.24213	0.18518	0.99993	0.079196	0.30538	0.54404	0.87182	0.76008	1	-0.072357	-0.27769	0.57725	0.87719	0.78125	1	0.15048	0.5799	0.29252	0.71895	0.56198	0.9992
AHR_P1P2	5	-0.065351	-0.42168	0.59399	0.89795	0.67326	0.99959	0.081736	0.52839	0.60266	0.89957	0.59723	0.99985	0.21918	1.4156	0.38608	0.82697	0.1569	0.67078	-0.059565	-0.37962	0.63038	0.9089	0.70423	0.99956	-0.068647	-0.44288	0.67052	0.90697	0.65786	0.99993	-0.10711	-0.69207	0.44008	0.81075	0.4889	1	-0.044867	-0.28887	0.71181	0.93477	0.77268	1	-0.20319	-1.3092	0.16142	0.5401	0.19046	0.9992
ADNP2_P1P2	5	-0.072509	-0.36705	0.55645	0.88476	0.71358	0.99959	0.15991	0.81142	0.31447	0.75103	0.41712	0.99985	-0.42575	-2.1399	0.043026	0.33185	0.032365	0.3895	-0.066137	-0.33063	0.60323	0.89312	0.74092	0.99956	-0.1355	-0.6854	0.36442	0.76162	0.49309	0.99993	0.1685	0.85601	0.21513	0.62083	0.39199	1	-0.37287	-1.8756	0.010684	0.10109	0.060707	1	0.10113	0.5129	0.47964	0.83635	0.60802	0.9992
GTF2B_P1P2	5	0.75759	1.6101	0	0	0.10737	0.99092	-0.20178	-0.42555	0.16431	0.57315	0.67043	0.99985	0.59204	1.2554	0.008663	0.12552	0.20934	0.72908	-0.059926	-0.12504	0.62951	0.9089	0.90049	0.99956	0.26767	0.56697	0.06093	0.35763	0.57073	0.99993	-0.067494	-0.14276	0.63673	0.91746	0.88648	1	0.95762	2.0353	0	0	0.041822	1	-0.32444	-0.6832	0.029454	0.21702	0.49448	0.9992
ZNF30_P1P2	5	0.1422	1.0637	0.46347	0.85503	0.28748	0.99092	-0.10849	-0.80969	0.4447	0.82353	0.41812	0.99985	0.03409	0.25421	0.98845	0.99709	0.79934	0.97716	0.084265	0.62363	0.59313	0.89181	0.53287	0.99956	-0.029235	-0.2183	0.87583	0.9787	0.8272	0.99993	-0.19422	-1.4504	0.14785	0.52245	0.14694	1	0.015521	0.11571	0.93589	0.98912	0.90788	1	0.040483	0.30259	0.78487	0.95437	0.7622	0.9992
MKX_P2	5	-0.19646	-1.3403	0.20012	0.65009	0.18014	0.99092	-0.14639	-0.9994	0.30956	0.746	0.3176	0.99985	0.019299	0.13168	0.959	0.99431	0.89524	0.99397	-0.19441	-1.3102	0.16691	0.60146	0.19014	0.99956	-0.14679	-1.0018	0.32342	0.7325	0.31642	0.99993	-0.22339	-1.526	0.10222	0.42995	0.12701	1	-0.12087	-0.82358	0.36558	0.74277	0.41018	1	-0.13079	-0.893	0.36789	0.78112	0.37186	0.9992
ZNF266_P1P2	5	0.38051	0.8761	0.028877	0.23095	0.38098	0.99959	0.028318	0.064841	0.86168	0.97904	0.9483	0.99985	-0.025817	-0.05883	0.78631	0.97599	0.95309	0.99846	0.054876	0.12373	0.75166	0.95118	0.90153	0.99956	0.10439	0.23919	0.44181	0.80459	0.81095	0.99993	-0.12136	-0.27786	0.378	0.75866	0.78112	1	0.097433	0.2225	0.47733	0.82347	0.82392	1	-0.014289	-0.032691	0.91135	0.98903	0.97392	0.9992
DNAJB5_P2	5	-0.23508	-0.7974	0.13428	0.53776	0.42522	0.99959	0.27043	0.92709	0.095871	0.44326	0.35388	0.99985	-0.076	-0.25756	0.60872	0.92124	0.79674	0.97716	-0.069068	-0.23041	0.59139	0.89181	0.81777	0.99956	0.23054	0.7893	0.099336	0.44617	0.42994	0.99993	-0.029313	-0.1002	0.84984	0.97057	0.92018	1	0.24997	0.853	0.075368	0.38609	0.39366	1	0.068976	0.23556	0.62691	0.89446	0.81377	0.9992
NCOA7_P1P2	5	0.051629	0.34072	0.85908	0.97199	0.73332	0.99959	0.020211	0.13337	0.90413	0.98739	0.8939	0.99985	0.074485	0.49074	0.84118	0.98747	0.62361	0.93691	0.12692	0.83006	0.41034	0.81583	0.4065	0.99956	-0.12393	-0.8164	0.40918	0.78956	0.41427	0.99993	-0.098807	-0.65216	0.48109	0.83972	0.5143	1	0.082157	0.54132	0.55732	0.87212	0.58829	1	-0.23642	-1.5562	0.10627	0.45091	0.11967	0.9992
INS_P1P2	5	-0.11568	-0.31315	0.40976	0.83667	0.75417	0.99959	-0.049455	-0.13442	0.73953	0.95633	0.89307	0.99985	0.12202	0.33087	0.67658	0.94911	0.74075	0.96946	0.077562	0.20313	0.62865	0.9089	0.83903	0.99956	0.06545	0.17851	0.61652	0.88773	0.85832	0.99993	-0.27042	-0.73252	0.048224	0.29558	0.46385	1	0.092792	0.2513	0.49986	0.83542	0.80159	1	0.096784	0.26463	0.49899	0.84706	0.79129	0.9992
ZNF714_P1P2	5	0.036896	0.26834	0.92925	0.9853	0.78844	0.99959	0.13457	0.97909	0.38897	0.79049	0.32754	0.99985	0.30691	2.2326	0.20156	0.68633	0.025573	0.35506	0.057759	0.41828	0.73549	0.94796	0.67575	0.99956	-0.0044361	-0.032259	0.98672	0.99825	0.97427	0.99993	-0.00020584	-0.0014976	0.98614	0.99738	0.99881	1	0.26145	1.9017	0.061507	0.33385	0.057212	1	0.10159	0.73905	0.47704	0.83577	0.45987	0.9992
ECD_P1P2	5	0.32349	1.7318	0.064684	0.39716	0.083317	0.99092	-0.28899	-1.5388	0.050823	0.31942	0.12386	0.99985	-0.076741	-0.40856	0.60612	0.92124	0.68286	0.9571	-0.11519	-0.60607	0.39503	0.806	0.54447	0.99956	-0.30952	-1.6469	0.048802	0.32816	0.09957	0.99993	-0.17359	-0.9269	0.20012	0.59845	0.35398	1	0.094665	0.50495	0.48802	0.82843	0.61359	1	-0.28466	-1.5157	0.054866	0.32095	0.12959	0.9992
KPNA6_P1P2	5	0.22617	1.0368	0.21253	0.66396	0.29981	0.99092	-0.22462	-1.0255	0.12388	0.50649	0.30511	0.99985	0.15123	0.69158	0.58013	0.9161	0.4892	0.90881	-0.15891	-0.71699	0.24805	0.68665	0.47338	0.99956	0.15031	0.68857	0.26595	0.68601	0.49109	0.99993	-0.188	-0.85996	0.16344	0.54493	0.38981	1	0.33508	1.535	0.018192	0.14858	0.12479	1	-0.056872	-0.26011	0.67802	0.91326	0.79478	0.9992
SATB1_P2	5	-0.16053	-0.68042	0.26971	0.71407	0.49624	0.99959	-0.06483	-0.27552	0.65492	0.92008	0.78292	0.99985	-0.044711	-0.18916	0.72192	0.96302	0.84997	0.98608	-0.12092	-0.50242	0.37597	0.79245	0.61537	0.99956	-0.18101	-0.76671	0.22899	0.64577	0.44325	0.99993	0.2674	1.1471	0.064684	0.33582	0.25134	1	-0.054708	-0.2314	0.66561	0.91954	0.817	1	0.14361	0.61291	0.31909	0.73948	0.53994	0.9992
FER_P2	5	0.062687	0.50111	0.80624	0.96176	0.6163	0.99959	0.03489	0.2789	0.82905	0.97532	0.78032	0.99985	-0.16784	-1.3412	0.35085	0.80026	0.17985	0.69901	-0.076873	-0.61374	0.55588	0.88101	0.53939	0.99956	0.032943	0.26334	0.77447	0.94138	0.79229	0.99993	0.015745	0.12587	0.8894	0.97819	0.89984	1	0.15186	1.2139	0.27	0.67408	0.2248	1	0.048667	0.38904	0.74155	0.93682	0.69725	0.9992
SIX3_P1P2	5	-0.091007	-0.5683	0.49293	0.87045	0.56983	0.99959	-0.034841	-0.21775	0.8201	0.97532	0.82763	0.99985	-0.1691	-1.0526	0.34912	0.80013	0.29254	0.80787	-0.10734	-0.66204	0.42622	0.82828	0.50794	0.99956	-0.13372	-0.8346	0.37135	0.76868	0.40394	0.99993	0.00018075	0.0011315	0.98383	0.99738	0.9991	1	0.018936	0.11814	0.91539	0.98912	0.90596	1	-0.12637	-0.78899	0.38262	0.79321	0.43012	0.9992
SPTY2D1_P1P2	5	-0.01091	-0.049848	0.82934	0.96687	0.96024	0.99959	-0.50421	-2.2939	0.0014438	0.02439	0.021796	0.99985	0.14313	0.65377	0.6041	0.92124	0.51326	0.91823	-0.31808	-1.4337	0.032631	0.3	0.15165	0.99956	-0.0015908	-0.0072686	0.96824	0.99113	0.9942	0.99993	-0.027316	-0.12495	0.86168	0.97232	0.90057	1	0.2626	1.2005	0.059775	0.32753	0.22994	1	-0.96633	-4.3711	0	0	1.2363e-05	0.014271
WDR11_P1P2	5	0.29024	0.83875	0.094427	0.45417	0.40161	0.99959	-0.060577	-0.17406	0.67889	0.93038	0.86182	0.99985	0.16824	0.48345	0.5218	0.89455	0.62878	0.93913	-0.10893	-0.30744	0.41929	0.8237	0.75851	0.99956	0.08996	0.25903	0.50245	0.82906	0.79561	0.99993	-0.01671	-0.048175	0.92203	0.98458	0.96158	1	0.19228	0.55277	0.17615	0.59687	0.58042	1	-0.37879	-1.0818	0.010396	0.096774	0.27932	0.9992
ATOH8_P1P2	5	-0.090317	-0.5948	0.49495	0.87045	0.55198	0.99959	0.15266	1.0079	0.33353	0.75406	0.31349	0.99985	0.03423	0.22524	0.98845	0.99709	0.82179	0.98211	0.0055073	0.035893	0.98267	0.9959	0.97137	0.99956	0.022069	0.14549	0.83945	0.9645	0.88432	0.99993	-0.14876	-0.98077	0.27404	0.67371	0.32671	1	0.15118	0.99603	0.27115	0.67408	0.31924	1	-0.10389	-0.68426	0.46491	0.8305	0.49381	0.9992
ZNF615_P1P2	5	-0.27887	-1.5643	0.088363	0.45326	0.11775	0.99092	-0.017482	-0.098281	0.90413	0.98739	0.92171	0.99985	-0.18212	-1.0207	0.32255	0.79502	0.30742	0.81634	-0.07319	-0.40753	0.5706	0.88689	0.68362	0.99956	-0.12707	-0.71364	0.39388	0.78301	0.47545	0.99993	-0.17929	-1.0078	0.18452	0.57568	0.31354	1	-0.27356	-1.5318	0.054577	0.31863	0.12558	1	-0.15663	-0.87966	0.27982	0.70885	0.37904	0.9992
KIF4A_P1P2	5	0.48695	1.4152	0.0066416	0.083636	0.15701	0.99092	0.010987	0.031679	0.95091	0.98954	0.97473	0.99985	-0.10159	-0.29111	0.5322	0.89946	0.77097	0.97136	-0.20617	-0.58262	0.14381	0.56384	0.56015	0.99956	-0.25458	-0.73002	0.093849	0.43507	0.46538	0.99993	0.0008051	0.002327	0.98008	0.99738	0.99814	1	-0.15414	-0.44125	0.25007	0.65706	0.65903	1	0.021342	0.061541	0.8894	0.98062	0.95093	0.9992
FOXE1_P1P2	5	-0.065607	-0.251	0.59255	0.89777	0.80181	0.99959	-0.27367	-1.0443	0.063529	0.36728	0.29632	0.99985	-0.064858	-0.24745	0.64799	0.93891	0.80456	0.9793	-0.25885	-0.97746	0.07017	0.4094	0.32834	0.99956	0.081175	0.31116	0.53884	0.84446	0.75568	0.99993	-0.30406	-1.1621	0.026567	0.21198	0.24518	1	-0.32858	-1.2493	0.024834	0.1886	0.21157	1	-0.1504	-0.57488	0.30032	0.72474	0.56537	0.9992
SKAP1_P1P2	5	-0.28548	-1.4951	0.082587	0.44548	0.13488	0.99092	0.21158	1.1091	0.19203	0.6222	0.2674	0.99985	-0.0047256	-0.024754	0.86832	0.98836	0.98025	0.99846	-0.16618	-0.86834	0.2313	0.67936	0.38521	0.99956	-0.21399	-1.1209	0.15853	0.5654	0.26234	0.99993	0.022706	0.11902	0.84551	0.97057	0.90526	1	-0.24808	-1.2988	0.0797	0.39827	0.19402	1	-0.077306	-0.40505	0.581	0.87937	0.68544	0.9992
MSTN_P1P2	5	0.10926	0.79662	0.58995	0.89645	0.42567	0.99959	-0.16639	-1.211	0.24949	0.68028	0.22588	0.99985	-0.14032	-1.0197	0.42304	0.85823	0.30786	0.81634	0.10946	0.79224	0.4782	0.84161	0.42822	0.99956	0.064808	0.47235	0.62027	0.88907	0.63668	0.99993	0.055402	0.4042	0.66185	0.9253	0.68607	1	0.1332	0.97001	0.32515	0.71811	0.33204	1	-0.076142	-0.55455	0.5888	0.88443	0.57921	0.9992
MED30_P1P2	5	1.3638	1.1033	0	0	0.26989	0.99092	-2.3246	-1.8354	0	0	0.066449	0.99985	1.1371	0.91941	0	0	0.35788	0.85336	-1.3254	-1.0475	0	0	0.29486	0.99956	0.96203	0.7779	0	0	0.43663	0.99993	-1.6067	-1.2811	0	0	0.20017	1	1.9565	1.5832	0	0	0.11338	1	-2.5493	-2.0081	0	0	0.044628	0.9992
PRICKLE1_P1P2	5	-0.0075291	-0.052539	0.84724	0.97056	0.9581	0.99959	-0.11215	-0.78247	0.43171	0.8158	0.43394	0.99985	-0.28224	-1.9664	0.15362	0.61503	0.049251	0.44264	0.055739	0.38769	0.7456	0.95039	0.69825	0.99956	-0.046657	-0.32554	0.7814	0.94253	0.74477	0.99993	-0.025737	-0.17966	0.87063	0.97512	0.85742	1	-0.20996	-1.4633	0.1337	0.51964	0.14339	1	-0.26803	-1.869	0.068149	0.35556	0.061621	0.9992
STAT1_P1P2	5	-0.015965	-0.11036	0.80595	0.96175	0.91212	0.99959	0.13444	0.92976	0.38897	0.79049	0.3525	0.99985	-0.19462	-1.3435	0.29079	0.75847	0.17911	0.69851	-0.15462	-1.0638	0.25902	0.69569	0.28741	0.99956	-0.085527	-0.59106	0.5862	0.87162	0.55448	0.99993	0.014872	0.10286	0.89287	0.97819	0.91807	1	-0.076417	-0.52777	0.55501	0.87205	0.59766	1	-0.11596	-0.80134	0.42102	0.80865	0.42293	0.9992
NR1D1_P1P2	5	0.011853	0.034797	0.94427	0.98821	0.97224	0.99959	0.16401	0.4835	0.30118	0.73625	0.62874	0.99985	0.24363	0.71578	0.32429	0.79632	0.47413	0.90288	0.044539	0.12798	0.80479	0.96269	0.89817	0.99956	0.068203	0.20045	0.60468	0.88691	0.84112	0.99993	-0.25505	-0.74696	0.062085	0.33282	0.45509	1	-0.23699	-0.68769	0.092983	0.43572	0.49165	1	0.11869	0.3495	0.40947	0.80419	0.72672	0.9992
ZNF347_P1P2	5	0.13091	0.91864	0.50852	0.87401	0.35828	0.99959	0.17599	1.2354	0.26826	0.69902	0.2167	0.99985	0.15952	1.1186	0.55068	0.90165	0.2633	0.7874	-0.022213	-0.15494	0.83049	0.97501	0.87687	0.99956	0.091255	0.64026	0.49552	0.825	0.522	0.99993	-0.17421	-1.2218	0.19838	0.59532	0.22177	1	0.15254	1.0696	0.2674	0.67248	0.2848	1	-0.030882	-0.21658	0.81808	0.9607	0.82853	0.9992
